Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           stbi_zlib_decode_malloc_guesssize_headerflag [106]
                0.00    0.00       1/1           stbi__create_png_image [84]
-----------------------------------------------
                0.00    0.00       1/1           stbi__do_zlib [87]
[95]     0.0    0.00    0.00       1         stbi__parse_zlib [95]
                0.00    0.00       2/673         stbi__zreceive [46]
                0.00    0.00       1/1           stbi__parse_zlib_header [96]
                0.00    0.00       1/1           stbi__compute_huffman_codes [83]
                0.00    0.00       1/1           stbi__parse_huffman_block [93]
-----------------------------------------------
                0.00    0.00       1/1           stbi__parse_zlib [95]
[96]     0.0    0.00    0.00       1         stbi__parse_zlib_header [96]
                0.00    0.00       2/953         stbi__zget8 [43]
                0.00    0.00       1/1335        stbi__zeof [42]
-----------------------------------------------
                0.00    0.00       1/1           stbi__load_main [91]
[97]     0.0    0.00    0.00       1         stbi__png_load [97]
                0.00    0.00       1/1           stbi__do_png [86]
-----------------------------------------------
                0.00    0.00       1/1           stbi__load_main [91]
[98]     0.0    0.00    0.00       1         stbi__png_test [98]
                0.00    0.00       1/2           stbi__check_png_header [74]
                0.00    0.00       1/1           stbi__rewind [99]
-----------------------------------------------
                0.00    0.00       1/1           stbi__png_test [98]
[99]     0.0    0.00    0.00       1         stbi__rewind [99]
-----------------------------------------------
                0.00    0.00       1/1           stbi__start_file [101]
[100]    0.0    0.00    0.00       1         stbi__start_callbacks [100]
                0.00    0.00       1/3           stbi__refill_buffer [71]
-----------------------------------------------
                0.00    0.00       1/1           stbi_load_from_file [105]
[101]    0.0    0.00    0.00       1         stbi__start_file [101]
                0.00    0.00       1/1           stbi__start_callbacks [100]
-----------------------------------------------
                0.00    0.00       1/1           stbi__skip [69]
[102]    0.0    0.00    0.00       1         stbi__stdio_skip [102]
-----------------------------------------------
                0.00    0.00       1/1           ants::World::World(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mINI::INIMap<mINI::INIMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [1317]
[103]    0.0    0.00    0.00       1         stbi_image_free [103]
-----------------------------------------------
                0.00    0.00       1/1           ants::World::World(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mINI::INIMap<mINI::INIMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [1317]
[104]    0.0    0.00    0.00       1         stbi_load [104]
                0.00    0.00       1/1           stbi__fopen [88]
                0.00    0.00       1/1           stbi_load_from_file [105]
-----------------------------------------------
                0.00    0.00       1/1           stbi_load [104]
[105]    0.0    0.00    0.00       1         stbi_load_from_file [105]
                0.00    0.00       1/1           stbi__start_file [101]
                0.00    0.00       1/1           stbi__load_and_postprocess_8bit [90]
-----------------------------------------------
                0.00    0.00       1/1           stbi__parse_png_file [94]
[106]    0.0    0.00    0.00       1         stbi_zlib_decode_malloc_guesssize_headerflag [106]
                0.00    0.00       1/2           stbi__malloc [76]
                0.00    0.00       1/1           stbi__do_zlib [87]
-----------------------------------------------
                0.00    0.00       2/17725075     ants::World::World(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mINI::INIMap<mINI::INIMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [1317]
                0.00    0.00     200/17725075     ants::World::update() [3]
                0.00    0.00    4873/17725075     ants::Vector2i::operator-(ants::Vector2i const&) const [660]
                0.00    0.00    4873/17725075     ants::Vector2i::norm() const [34]
                0.00    0.00   15127/17725075     ants::World::randomMovementVector() [31]
                0.00    0.00 17700000/17725075     ants::World::findNearestFood(ants::Vector2i const&) const [4]
[602]    0.0    0.00    0.00 17725075         ants::Vector2i::Vector2i(int, int) [602]
-----------------------------------------------
                0.00    0.00 4915200/14745600     unsigned char& std::vector<unsigned char, std::allocator<unsigned char> >::emplace_back<unsigned char>(unsigned char&&) [11]
                0.00    0.00 4915200/14745600     void std::allocator_traits<std::allocator<unsigned char> >::construct<unsigned char, unsigned char>(std::allocator<unsigned char>&, unsigned char*, unsigned char&&) [25]
                0.00    0.00 4915200/14745600     void __gnu_cxx::new_allocator<unsigned char>::construct<unsigned char, unsigned char>(unsigned char*, unsigned char&&) [24]
[603]    0.0    0.00    0.00 14745600         unsigned char&& std::forward<unsigned char>(std::remove_reference<unsigned char>::type&) [603]
-----------------------------------------------
                0.00    0.00 2749000/5498000     tinycolormap::operator*(double, tinycolormap::Color const&) [21]
                0.00    0.00 2749000/5498000     tinycolormap::operator+(tinycolormap::Color const&, tinycolormap::Color const&) [33]
[604]    0.0    0.00    0.00 5498000         tinycolormap::Color::b() const [604]
-----------------------------------------------
                0.00    0.00 2749000/5498000     tinycolormap::operator*(double, tinycolormap::Color const&) [21]
                0.00    0.00 2749000/5498000     tinycolormap::operator+(tinycolormap::Color const&, tinycolormap::Color const&) [33]
[605]    0.0    0.00    0.00 5498000         tinycolormap::Color::g() const [605]
-----------------------------------------------
                0.00    0.00 2749000/5498000     tinycolormap::operator*(double, tinycolormap::Color const&) [21]
                0.00    0.00 2749000/5498000     tinycolormap::operator+(tinycolormap::Color const&, tinycolormap::Color const&) [33]
[606]    0.0    0.00    0.00 5498000         tinycolormap::Color::r() const [606]
-----------------------------------------------
                0.00    0.00 4915200/4915200     std::vector<unsigned char, std::allocator<unsigned char> >::back() [14]
[607]    0.0    0.00    0.00 4915200         __gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >::operator*() const [607]
-----------------------------------------------
                0.00    0.00 4915200/4915200     std::vector<unsigned char, std::allocator<unsigned char> >::push_back(unsigned char&&) [10]
[608]    0.0    0.00    0.00 4915200         std::remove_reference<unsigned char&>::type&& std::move<unsigned char&>(unsigned char&) [608]
-----------------------------------------------
                0.00    0.00 1374500/1374500     tinycolormap::Color tinycolormap::internal::CalcLerp<256ul>(double, tinycolormap::Color const (&) [256ul]) [15]
[609]    0.0    0.00    0.00 1374500         tinycolormap::internal::Clamp01(double) [609]
-----------------------------------------------
                0.00    0.00 1374500/1374500     ants::World::renderWorldUncompressed() const [7]
[610]    0.0    0.00    0.00 1374500         tinycolormap::Color::ri() const [610]
-----------------------------------------------
                0.00    0.00   30254/70254       int std::uniform_int_distribution<int>::operator()<pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&, std::uniform_int_distribution<int>::param_type const&) [30]
                0.00    0.00   40000/70254       double std::generate_canonical<double, 53ul, pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&) [650]
[611]    0.0    0.00    0.00   70254         pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::min() [611]
-----------------------------------------------
                0.00    0.00   60508/60508       int std::uniform_int_distribution<int>::operator()<pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&, std::uniform_int_distribution<int>::param_type const&) [30]
[612]    0.0    0.00    0.00   60508         std::uniform_int_distribution<int>::param_type::a() const [612]
-----------------------------------------------
                0.00    0.00   50254/50254       pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::operator()() [618]
[613]    0.0    0.00    0.00   50254         pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>::output(unsigned __int128) [613]
                0.00    0.00   50254/50254       unsigned long pcg_extras::rotr<unsigned long>(unsigned long, unsigned char) [620]
-----------------------------------------------
                0.00    0.00   50254/50254       pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::bump(unsigned __int128) [617]
[614]    0.0    0.00    0.00   50254         pcg_detail::default_multiplier<unsigned __int128>::multiplier() [614]
-----------------------------------------------
                0.00    0.00   50254/50254       pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::operator()() [618]
[615]    0.0    0.00    0.00   50254         pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::base_generate() [615]
                0.00    0.00   50254/50254       pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::bump(unsigned __int128) [617]
-----------------------------------------------
                0.00    0.00   20000/50254       double std::generate_canonical<double, 53ul, pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&) [650]
                0.00    0.00   30254/50254       int std::uniform_int_distribution<int>::operator()<pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&, std::uniform_int_distribution<int>::param_type const&) [30]
[616]    0.0    0.00    0.00   50254         pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::max() [616]
-----------------------------------------------
                0.00    0.00   50254/50254       pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::base_generate() [615]
[617]    0.0    0.00    0.00   50254         pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::bump(unsigned __int128) [617]
                0.00    0.00   50254/50254       pcg_detail::default_multiplier<unsigned __int128>::multiplier() [614]
                0.00    0.00   50254/50254       pcg_detail::no_stream<unsigned __int128>::increment() [619]
-----------------------------------------------
                0.00    0.00   20000/50254       double std::generate_canonical<double, 53ul, pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&) [650]
                0.00    0.00   30254/50254       int std::uniform_int_distribution<int>::operator()<pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&, std::uniform_int_distribution<int>::param_type const&) [30]
[618]    0.0    0.00    0.00   50254         pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::operator()() [618]
                0.00    0.00   50254/50254       pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::base_generate() [615]
                0.00    0.00   50254/50254       pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>::output(unsigned __int128) [613]
-----------------------------------------------
                0.00    0.00   50254/50254       pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >::bump(unsigned __int128) [617]
[619]    0.0    0.00    0.00   50254         pcg_detail::no_stream<unsigned __int128>::increment() [619]
-----------------------------------------------
                0.00    0.00   50254/50254       pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>::output(unsigned __int128) [613]
[620]    0.0    0.00    0.00   50254         unsigned long pcg_extras::rotr<unsigned long>(unsigned long, unsigned char) [620]
-----------------------------------------------
                0.00    0.00   40804/40804       bool __gnu_cxx::operator!=<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >(__gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > > const&, __gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > > const&) [631]
[621]    0.0    0.00    0.00   40804         __gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >::base() const [621]
-----------------------------------------------
                0.00    0.00      32/40464       void std::vector<ants::Ant, std::allocator<ants::Ant> >::_M_realloc_insert<ants::Ant&>(__gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > >, ants::Ant&) [1011]
                0.00    0.00      32/40464       __gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > >::difference_type __gnu_cxx::operator-<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > >(__gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > > const&, __gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > > const&) [1009]
                0.00    0.00   40400/40464       bool __gnu_cxx::operator!=<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > >(__gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > > const&, __gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > > const&) [633]
[622]    0.0    0.00    0.00   40464         __gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > >::base() const [622]
-----------------------------------------------
                0.00    0.00       2/40204       std::pair<ants::RGBColour const, ants::Vector2i>::pair<ants::RGBColour&&, 0ul>(std::tuple<ants::RGBColour&&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [1278]
                0.00    0.00     202/40204       ants::World::World(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mINI::INIMap<mINI::INIMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [1317]
                0.00    0.00   20000/40204       ants::World::findNearestFood(ants::Vector2i const&) const [4]
                0.00    0.00   20000/40204       ants::World::update() [3]
[623]    0.0    0.00    0.00   40204         ants::Vector2i::Vector2i() [623]
-----------------------------------------------
                0.00    0.00       2/40002       ants::Vector2i&& std::__pair_get<1ul>::__move_get<ants::RGBColour const, ants::Vector2i>(std::pair<ants::RGBColour const, ants::Vector2i>&&) [1250]
                0.00    0.00   20000/40002       std::pair<double, ants::Vector2i>::pair<int, ants::Vector2i, true>(std::pair<int, ants::Vector2i>&&) [646]
                0.00    0.00   20000/40002       ants::Vector2i&& std::__pair_get<1ul>::__move_get<double, ants::Vector2i>(std::pair<double, ants::Vector2i>&&) [643]
[624]    0.0    0.00    0.00   40002         ants::Vector2i&& std::forward<ants::Vector2i>(std::remove_reference<ants::Vector2i>::type&) [624]
-----------------------------------------------
                0.00    0.00   40000/40000       double std::uniform_real_distribution<double>::operator()<pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&, std::uniform_real_distribution<double>::param_type const&) [645]
[625]    0.0    0.00    0.00   40000         std::uniform_real_distribution<double>::param_type::a() const [625]
-----------------------------------------------
                0.00    0.00   40000/40000       double std::generate_canonical<double, 53ul, pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&) [650]
[626]    0.0    0.00    0.00   40000         std::log(long double) [626]
-----------------------------------------------
                0.00    0.00   20000/40000       std::tuple_element<0ul, std::pair<double, ants::Vector2i> >::type&& std::get<0ul, double, ants::Vector2i>(std::pair<double, ants::Vector2i>&&) [651]
                0.00    0.00   20000/40000       std::tuple_element<1ul, std::pair<double, ants::Vector2i> >::type&& std::get<1ul, double, ants::Vector2i>(std::pair<double, ants::Vector2i>&&) [652]
[627]    0.0    0.00    0.00   40000         std::remove_reference<std::pair<double, ants::Vector2i>&>::type&& std::move<std::pair<double, ants::Vector2i>&>(std::pair<double, ants::Vector2i>&) [627]
-----------------------------------------------
                0.00    0.00   20000/40000       std::pair<std::__strip_reference_wrapper<std::decay<int&>::type>::__type, std::__strip_reference_wrapper<std::decay<ants::Vector2i&>::type>::__type> std::make_pair<int&, ants::Vector2i&>(int&, ants::Vector2i&) [656]
                0.00    0.00   20000/40000       std::pair<int, ants::Vector2i>::pair<int&, ants::Vector2i&, true>(int&, ants::Vector2i&) [647]
[628]    0.0    0.00    0.00   40000         ants::Vector2i& std::forward<ants::Vector2i&>(std::remove_reference<ants::Vector2i&>::type&) [628]
-----------------------------------------------
                0.00    0.00   20000/40000       std::pair<std::__strip_reference_wrapper<std::decay<int&>::type>::__type, std::__strip_reference_wrapper<std::decay<ants::Vector2i&>::type>::__type> std::make_pair<int&, ants::Vector2i&>(int&, ants::Vector2i&) [656]
                0.00    0.00   20000/40000       std::pair<int, ants::Vector2i>::pair<int&, ants::Vector2i&, true>(int&, ants::Vector2i&) [647]
[629]    0.0    0.00    0.00   40000         int& std::forward<int&>(std::remove_reference<int&>::type&) [629]
-----------------------------------------------
                0.00    0.00   30254/30254       int std::uniform_int_distribution<int>::operator()<pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&, std::uniform_int_distribution<int>::param_type const&) [30]
[630]    0.0    0.00    0.00   30254         std::uniform_int_distribution<int>::param_type::b() const [630]
-----------------------------------------------
                0.00    0.00     202/20402       ants::Ant* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >, ants::Ant*>(__gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >, __gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >, ants::Ant*) [1276]
                0.00    0.00   20200/20402       ants::World::renderWorldUncompressed() const [7]
[631]    0.0    0.00    0.00   20402         bool __gnu_cxx::operator!=<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >(__gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > > const&, __gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > > const&) [631]
                0.00    0.00   40804/40804       __gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >::base() const [621]
-----------------------------------------------
                0.00    0.00     200/20200       ants::Ant* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >, ants::Ant*>(__gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >, __gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >, ants::Ant*) [1276]
                0.00    0.00   20000/20200       ants::World::renderWorldUncompressed() const [7]
[632]    0.0    0.00    0.00   20200         __gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >::operator++() [632]
-----------------------------------------------
                0.00    0.00   20200/20200       ants::World::update() [3]
[633]    0.0    0.00    0.00   20200         bool __gnu_cxx::operator!=<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > >(__gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > > const&, __gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > > const&) [633]
                0.00    0.00   40400/40464       __gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > >::base() const [622]
-----------------------------------------------
                0.00    0.00     200/20200       ants::Ant* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >, ants::Ant*>(__gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >, __gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >, ants::Ant*) [1276]
                0.00    0.00   20000/20200       ants::World::renderWorldUncompressed() const [7]
[634]    0.0    0.00    0.00   20200         __gnu_cxx::__normal_iterator<ants::Ant const*, std::vector<ants::Ant, std::allocator<ants::Ant> > >::operator*() const [634]
-----------------------------------------------
                0.00    0.00     200/20200       std::vector<ants::Ant, std::allocator<ants::Ant> >::back() [733]
                0.00    0.00   20000/20200       ants::World::update() [3]
[635]    0.0    0.00    0.00   20200         __gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > >::operator*() const [635]
-----------------------------------------------
                0.00    0.00   20100/20100       std::vector<unsigned char, std::allocator<unsigned char> >::data() [637]
[636]    0.0    0.00    0.00   20100         unsigned char* std::vector<unsigned char, std::allocator<unsigned char> >::_M_data_ptr<unsigned char>(unsigned char*) const [636]
-----------------------------------------------
                0.00    0.00     100/20100       main [1]
                0.00    0.00   20000/20100       ants::World::renderWorldUncompressed() const [7]
[637]    0.0    0.00    0.00   20100         std::vector<unsigned char, std::allocator<unsigned char> >::data() [637]
                0.00    0.00   20100/20100       unsigned char* std::vector<unsigned char, std::allocator<unsigned char> >::_M_data_ptr<unsigned char>(unsigned char*) const [636]
-----------------------------------------------
                0.00    0.00       2/20070       std::vector<ants::Colony, std::allocator<ants::Colony> >::_M_check_len(unsigned long, char const*) const [1232]
                0.00    0.00       6/20070       std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mINI::INIMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, mINI::INIMap<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >::_M_check_len(unsigned long, char const*) const [1134]
                0.00    0.00       6/20070       std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_check_len(unsigned long, char const*) const [1133]
                0.00    0.00      16/20070       std::vector<ants::Ant, std::allocator<ants::Ant> >::_M_check_len(unsigned long, char const*) const [1010]
                0.00    0.00      40/20070       std::vector<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_check_len(unsigned long, char const*) const [900]
                0.00    0.00   20000/20070       double std::generate_canonical<double, 53ul, pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> > >(pcg_detail::engine<unsigned long, unsigned __int128, pcg_detail::xsl_rr_mixin<unsigned long, unsigned __int128>, false, pcg_detail::no_stream<unsigned __int128>, pcg_detail::default_multiplier<unsigned __int128> >&) [650]
[638]    0.0    0.00    0.00   20070         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [638]
-----------------------------------------------
                0.00    0.00   20000/20000       ants::World::update() [3]
[639]    0.0    0.00    0.00   20000         distanceLookup(double) [639]
                0.00    0.00   20000/20000       double const& std::clamp<double>(double const&, double const&, double const&) [653]
-----------------------------------------------
                0.00    0.00   20000/20000       ants::World::update() [3]
[640]    0.0    0.00    0.00   20000         __gnu_cxx::__normal_iterator<ants::Ant*, std::vector<ants::Ant, std::allocator<ants::Ant> > >::operator++() [640]
-----------------------------------------------
